id,title,price,sold_quantity,available_quantity,category_id,permalink
MCO2749164918,Televisor Hisense 43a6n 43 Pulgadas Led 4k Uhd,1310544.0,0,1,MCO1000,https://www.mercadolibre.com.co/televisor-hisense-43a6n-43-pulgadas-led-4k-uhd/p/MCO38219553
MCO2672360622,Parlante Bt 3401 Portátil Con Bluetooth Blanca 110v,56952.0,0,1,MCO1000,https://www.mercadolibre.com.co/parlante-bt-3401-portatil-con-bluetooth-blanca-110v/p/MCO44718972
MCO2805435536,Roku Express 4k+ 3941 De Voz 4k Negro Con 1gb De Memoria Ram,156180.0,0,1,MCO1000,https://www.mercadolibre.com.co/roku-express-4k-3941-de-voz-4k-negro-con-1gb-de-memoria-ram/p/MCO18329378
MCO1960307416,Tv De 22  Tigers Pro H008 Con Pantalla Led Hd,476762.0,0,50,MCO1000,https://www.mercadolibre.com.co/tv-de-22-tigers-pro-h008-con-pantalla-led-hd/p/MCO27006306
MCO1638864132,Audífonos Inalámbricos Wh-ch520 Color Beige ,200933.0,0,100,MCO1000,https://www.mercadolibre.com.co/audifonos-inalambricos-wh-ch520-color-beige/p/MCO23138485
MCO1486750981,Base Soporte Nia Televisor An - P4 32 - 60 Resistente Color Negro,60000.0,0,200,MCO1000,https://www.mercadolibre.com.co/base-soporte-nia-televisor-an-p4-32-60-resistente-color-negro/p/MCO25875768
MCO2318007386,Auriculares Gamer Inalámbricos Qcy  H3 Bh23h3a Blanco,141517.2,0,150,MCO1000,https://www.mercadolibre.com.co/auriculares-gamer-inalambricos-qcy-over-ear-h3-bh23h3a-blanco/p/MCO29582018
MCO1385479777,"Televisor LG Oled Objet Collection 55lx1, Procesador 4k (ai)",6499900.0,0,1,MCO1000,https://www.mercadolibre.com.co/televisor-lg-oled-objet-collection-55lx1-procesador-4k-ai/p/MCO23416934
MCO1499175731,Altavoz Parlante Recargable Bluetooth 5.0 Radio Fm Stereo Color Amarillo,31572.0,0,1,MCO1000,https://www.mercadolibre.com.co/altavoz-parlante-recargable-bluetooth-50-radio-fm-stereo-color-amarillo/p/MCO40872176
MCO1327980471,"Cable Hdmi 8k @60hz, 4k@120hz 48gbps V2.1 Trenzado Oro 2mts",43990.0,0,50,MCO1000,https://www.mercadolibre.com.co/cable-hdmi-8k-60hz-4k120hz-48gbps-v21-trenzado-oro-2mts/p/MCO26079764
MCO1489369171,Televisor Samsung Ai 55 Oled 4k 55s90d 2024,5999900.0,0,1,MCO1000,https://www.mercadolibre.com.co/televisor-samsung-ai-55-oled-4k-55s90d-2024/p/MCO36337906
